dateTime,Temperature,Humidity,Dew.Point,Wind.Speed,T.MIN-02,T.MIN-03,T.MIN-07,T.MIN-09,T.MIN-10,T.Mintaro_at_met_station,T.MIN-05,T.MIN-08
2017/8/12 5:00,2.769,99.9,2.8,0,-0.4249,-0.1587,-0.8024,-1.2164,-0.9002,1.3189,-0.1896,-1.1473
2017/8/12 6:00,1.622,99.6,1.6,0,-1.2421,-0.9141,-1.1796,-1.7203,-1.7172,0.064,-1.3837,-1.3986
2017/8/12 7:00,1.006,99,0.9,0,-0.6134,-0.0958,-1.2425,-2.0982,-1.78,-0.8774,-1.3837,-1.4614
2017/8/12 8:00,1.251,100,1.3,0,-1.3679,-1.1029,-0.6138,-0.9644,-0.963,-0.5008,-0.7552,-0.6449
2017/8/12 9:00,3.926,93.2,2.9,0.4,3.9104,3.6786,5.2915,3.3784,3.057,3.6399,3.7675,3.3101
2017/8/12 10:00,7.696,89,6,2,9.1824,10.2117,9.7467,9.8517,9.2063,9.8458,9.791,8.9549
2017/8/12 11:00,12.947,74.4,8.5,3.2,15.6383,15.6054,15.8887,15.1851,15.4729,15.2319,14.8674,14.9695
2017/8/12 12:00,14.45,62.4,7.4,6.7,16.703,16.8586,16.8281,16.5642,16.5374,15.7327,16.1826,17.0354
2017/8/12 13:00,15.644,48.3,4.7,9.5,18.5186,17.7982,19.2069,17.8175,18.1024,17.1097,17.7479,17.9742
2017/8/12 14:00,16.658,47.2,5.4,8.7,19.7702,19.2385,19.3321,19.5714,19.0412,18.1735,19.3752,18.8503
2017/8/12 15:00,17.136,42.1,4.1,5.2,20.2082,19.489,19.5198,20.0723,20.1674,19.112,20.0009,19.8513
2017/8/12 16:00,16.616,43.9,4.3,5.6,19.4573,18.4245,19.0192,18.8825,19.1037,18.1735,18.2487,19.038
2017/8/12 17:00,15.443,52.2,5.7,3.2,16.1394,16.0441,16.0766,16.1881,16.2243,15.7953,15.619,16.2843
2017/8/12 18:00,14.174,58.8,6.2,0,11.8787,12.0941,12.192,11.9232,12.0899,12.2263,11.6091,12.151
2017/8/12 19:00,10.134,74.1,5.7,0,5.1034,5.6272,5.2287,4.3847,4.6892,6.8377,5.023,4.6905
2017/8/12 20:00,6.309,87.8,4.4,0,2.717,3.1127,2.3398,2.0572,2.2407,4.0789,3.014,2.3059
2017/8/12 21:00,4.652,91.4,3.4,0,1.3349,1.5402,0.8318,0.6097,1.0474,2.1972,0.69,0.8621
2017/8/12 22:00,3.109,93.2,2.1,0,-1.1164,0.156,-0.8024,-1.5313,-1.7172,0.9425,-1.0694,-1.3986
2017/8/12 23:00,2.512,99.3,2.4,0,0.2037,0.5965,-1.4311,-1.5943,-1.7172,1.1307,-1.0694,-1.4614
2017/8/13 0:00,2.939,92.9,1.9,4.4,1.8375,1.4773,0.329,0.169,-0.0833,1.3817,0.7528,0.0459
2017/8/13 1:00,1.979,94.4,1.2,2.8,0.7693,0.7223,0.0148,-0.4607,-0.5232,0.566,0.1874,-0.1425
2017/8/13 2:00,1.361,96.3,0.8,2,0.0151,0.3448,-0.5509,-0.8385,-0.9002,0.2522,-0.1896,-0.6449
2017/8/13 3:00,1.886,92,0.7,2.4,0.3922,0.5335,-0.6138,-1.0274,-1.3401,0.4405,0.1874,-0.7077
2017/8/13 4:00,1.723,88.4,0,2.4,0.078,0.5335,-0.0481,-0.5236,-0.4603,0.5032,0.0617,-0.0797
2017/8/13 5:00,1.144,89.6,-0.4,1.6,-0.4249,-0.1587,-1.0539,-1.3423,-1.4029,-0.0615,-0.441,-0.9589
2017/8/13 6:00,1.539,86.6,-0.5,2.8,-0.1734,0.156,-0.8024,-1.4683,-1.3401,0.3777,-0.5038,-0.9589
2017/8/13 7:00,0.908,89.3,-0.7,0,-1.305,-0.8511,-1.4311,-2.4762,-2.7228,-0.7518,-1.3208,-1.9011
2017/8/13 8:00,0.564,91.4,-0.7,0,-1.9338,-1.5436,-2.563,-3.1063,-3.0372,-0.8146,-1.8865,-2.5293
2017/8/13 9:00,3.485,86.3,1.4,0.4,3.408,3.6786,3.0308,2.6864,2.6803,4.0789,3.3907,3.1218
2017/8/13 10:00,6.505,82.3,3.7,0.4,7.614,7.7003,7.6137,7.4648,7.5756,7.9032,7.5331,7.4502
2017/8/13 11:00,15.132,59.4,7.3,4.4,18.143,18.174,18.2681,17.9428,18.0398,19.2997,18.1235,17.0354
2017/8/13 12:00,19.043,49.1,8.1,8.3,20.959,21.6795,21.0841,21.1992,21.1058,21.6766,21.002,20.9146
2017/8/13 13:00,20.42,39.9,6.3,12.3,22.0849,22.0549,22.1474,22.5761,21.9814,21.6766,21.3773,22.1029
2017/8/13 14:00,21.39,39.1,6.9,9.5,23.3981,23.1808,24.0233,24.2651,24.1698,22.8022,22.6282,23.3533
2017/8/13 15:00,22.032,36.4,6.4,11.9,24.8359,24.0563,24.5234,24.3902,24.7324,24.1151,24.0662,24.8535
2017/8/13 16:00,21.61,35.9,5.8,12.3,23.8358,23.1808,23.273,23.3894,23.6697,23.8025,24.3163,23.5409
2017/8/13 17:00,20.427,39.6,6.2,9.5,22.7103,21.8672,21.7721,22.2006,22.4192,22.0518,21.5649,22.2279
2017/8/13 18:00,17.144,54.6,7.9,3.6,15.4504,15.6054,15.8887,15.812,15.9738,15.6075,15.3059,15.7834
2017/8/13 19:00,13.948,64.1,7.3,1.6,13.1323,13.4112,13.4455,12.1742,11.8392,13.1657,13.4265,12.7148
2017/8/13 20:00,12.916,68.5,7.3,2,11.2518,11.7177,11.5651,11.4212,11.3378,12.0384,11.7345,11.2739
2017/8/13 21:00,11.69,73.8,7.2,2.4,10.0604,10.9648,11.377,11.2329,11.5259,10.9109,10.8569,11.2112
2017/8/13 22:00,9.878,78.2,6.3,3.2,9.3078,9.6468,9.4958,9.2865,9.6452,9.2192,8.9758,9.5191
2017/8/13 23:00,8.689,80.2,5.5,0,6.5472,6.7581,6.9235,6.7736,7.011,7.3391,6.7802,6.7604
2017/8/14 0:00,8.117,81.7,5.2,0.4,7.2375,6.9466,6.6097,5.9565,5.8816,7.5898,6.4665,6.196
2017/8/14 1:00,7.298,80.8,4.2,0,6.2333,6.8209,6.1075,6.0194,5.5051,6.1481,6.7174,6.1333
2017/8/14 2:00,8.234,76.7,4.4,0,7.0492,7.7003,6.9862,6.8993,7.0737,7.6525,6.6547,6.8231
2017/8/14 3:00,9.046,75.3,4.9,0,8.6178,8.7679,8.5549,8.47,8.3283,8.7806,8.474,8.3907
2017/8/14 4:00,9.287,82.5,6.5,0,8.9315,9.019,8.9312,8.9097,8.8927,9.5325,8.913,8.8923
2017/8/14 5:00,11.232,68.8,5.7,3.6,10.5621,11.655,9.0567,9.1609,9.2063,12.79,11.6718,9.0803
2017/8/14 6:00,12.231,65.5,5.9,0.4,12.4429,12.7841,11.6278,11.1701,10.7737,11.6626,12.3612,11.3992
2017/8/14 7:00,12.752,64.9,6.3,1.6,13.195,13.4112,12.5054,12.0487,11.8392,11.9131,12.9879,12.2137
2017/8/14 8:00,11.223,77.3,7.4,0,9.3706,9.5212,9.3703,9.0353,9.3944,9.8458,9.1012,9.2057
2017/8/14 9:00,12.37,75.9,8.2,1.2,14.1349,14.6652,14.26,13.7427,13.5311,15.4197,15.0553,14.2807
2017/8/14 10:00,14.885,65.5,8.5,3.2,17.1413,17.1092,16.8907,16.8149,16.6,16.8593,15.9321,16.1591
2017/8/14 11:00,17.906,53.8,8.4,1.6,17.9552,18.0488,18.1429,18.0055,17.6642,18.1109,17.8105,17.9742
2017/8/14 12:00,17.243,60,9.4,4.8,17.5796,17.3598,17.7047,17.4416,17.6016,17.36,17.0592,17.5987
2017/8/14 13:00,16.704,65.8,10.3,2.8,16.7656,16.7333,16.7655,16.7522,16.7878,16.7342,16.5583,16.8476
2017/8/14 14:00,19.546,63.6,12.4,5.2,25.6484,24.744,25.6484,23.2643,23.6697,23.4274,24.3163,24.2285
2017/8/14 15:00,19.842,66,13.3,6.7,24.8984,23.9938,24.3359,23.8273,24.4824,22.6771,24.5038,24.2285
2017/8/14 16:00,20.368,63.6,13.2,3.2,23.148,22.743,21.9598,22.5761,22.044,22.9898,23.5036,22.8532
2017/8/14 17:00,19.433,65.8,12.9,2.4,19.2696,19.3011,19.3947,19.3835,19.354,19.112,19.25,19.4133
2017/8/14 18:00,17.424,73.6,12.6,3.2,16.5777,16.7333,16.8907,16.8776,16.8504,16.7342,16.6836,16.8476
2017/8/14 19:00,15.657,80.2,12.3,2,14.824,15.1667,15.1371,14.997,15.0971,14.9815,14.7421,15.0321
2017/8/14 20:00,14.157,89.9,12.5,2.8,13.4456,13.5994,13.6334,13.5545,13.5311,13.604,13.6145,13.4665
2017/8/14 21:00,14.254,89,12.5,2.4,13.5709,13.5994,13.5081,13.4291,13.4058,13.4788,13.4265,13.4039
2017/8/14 22:00,13.809,89.6,12.1,0.4,13.4456,13.4112,13.1321,12.9899,13.0299,13.5414,12.9879,13.0907
2017/8/14 23:00,14.184,81.1,11,4.8,13.6336,13.9756,13.6961,13.1154,13.0925,13.9797,13.6771,13.4039
2017/8/15 0:00,14.037,72.1,9.1,5.6,13.6336,13.6621,13.2575,12.8644,12.9672,13.0405,13.8024,13.0907
2017/8/15 1:00,14.103,82.5,11.2,7.9,12.8816,13.0977,13.0694,12.739,12.7792,12.79,12.9879,12.8401
2017/8/15 2:00,15.569,81.7,12.4,8.7,13.9469,14.1637,14.0094,13.7427,13.9696,13.7919,13.8024,13.8423
2017/8/15 3:00,14.319,90.2,12.7,4,13.2576,13.4739,13.3201,13.2409,13.4058,13.1657,13.2385,13.2786
2017/8/15 4:00,13.595,94.7,12.8,6.7,13.0069,13.0977,13.0694,12.9899,13.0299,12.9778,13.1132,13.028
2017/8/15 5:00,13.425,96.9,12.9,6.7,13.0069,13.2231,13.1321,13.0527,13.1552,12.9778,13.1132,13.0907
2017/8/15 6:00,13.168,99,13,5.2,13.0069,13.0977,13.0068,12.9272,13.0299,12.9152,13.0506,12.9654
2017/8/15 7:00,13.374,99,13.2,7.9,13.0696,13.2231,13.1321,13.0527,13.1552,13.1031,13.0506,13.0907
2017/8/15 8:00,13.409,99.3,13.3,2,13.195,13.2858,13.2575,13.1781,13.2178,13.1657,13.1759,13.216
2017/8/15 9:00,13.702,98.7,13.5,0.8,13.5709,13.6621,13.6334,13.5545,13.5937,13.5414,13.5518,13.5918
2017/8/15 10:00,14.685,94.4,13.8,2.8,14.2602,14.4144,14.3853,14.4326,14.4708,14.1676,14.4289,14.2807
2017/8/15 11:00,15.208,91.1,13.8,2.4,14.7614,15.104,14.8239,14.7461,14.8466,14.6059,14.9927,14.719
2017/8/15 12:00,15.402,91.4,14,4.8,15.012,15.2293,15.2624,15.0597,15.0971,14.7311,15.2432,15.0947
2017/8/15 13:00,14.978,91.1,13.5,4,14.5734,14.7279,14.5733,14.4953,14.5334,14.2302,14.4289,14.5938
2017/8/15 14:00,14.082,95.7,13.4,5.2,13.7589,13.7875,13.8841,13.7427,14.0323,13.604,13.7398,13.7797
2017/8/15 15:00,13.577,95.7,12.9,9.5,13.3203,13.2858,13.4455,13.3036,13.3431,13.0405,13.2385,13.3412
2017/8/15 16:00,13.127,97.8,12.8,6.3,12.9443,12.9095,12.9441,12.8644,12.9672,12.8526,12.8626,12.9028
2017/8/15 17:00,12.95,99,12.8,9.1,12.7563,12.7841,12.8188,12.739,12.7792,12.6647,12.7372,12.7775
2017/8/15 18:00,12.593,98.4,12.3,9.5,12.3175,12.4078,12.38,12.2997,12.3406,12.2889,12.3612,12.339
2017/8/15 19:00,12.513,96.6,12,19.8,11.9414,12.0314,12.0039,11.9232,11.9646,11.8505,11.9852,11.9631
2017/8/15 20:00,12.196,98.1,11.9,14.7,11.816,11.9059,11.8785,11.7977,11.8392,11.7879,11.8598,11.8378
2017/8/15 21:00,12.216,98.4,12,16.7,11.7534,11.8432,11.7532,11.6722,11.7766,11.7879,11.9225,11.7751
2017/8/15 22:00,12.285,96.6,11.8,17,11.8787,11.9687,11.9412,11.8605,11.9019,11.8505,11.9225,11.9004
2017/8/15 23:00,12.159,90.8,10.7,20.6,11.3145,11.655,11.8785,11.3584,11.6512,11.2867,11.7345,11.8378
2017/8/16 0:00,11.675,86.3,9.5,19,10.9383,11.2158,11.4397,10.8562,11.1498,11.2867,11.2957,11.4618
2017/8/16 1:00,10.573,93.5,9.6,17,9.8096,9.9606,9.9975,9.8517,9.896,9.7205,9.9791,9.8325
2017/8/16 2:00,9.943,93.8,9,13.9,9.5587,9.7723,9.7467,9.5377,9.5825,9.4699,9.6029,9.7698
2017/8/16 3:00,9.536,91.1,8.2,15.1,9.0569,9.2701,9.4331,8.9725,9.1435,9.2192,9.1639,9.2684
2017/8/16 4:00,9.354,92,8.1,14.7,9.1197,9.2074,9.3703,8.9097,9.0808,9.0313,8.5995,9.2057
2017/8/16 5:00,8.746,96.3,8.2,13.5,8.2414,8.3911,8.3039,8.1559,8.2656,8.2166,8.2858,8.2026
2017/8/16 6:00,9.005,92.6,7.9,17.4,8.4296,8.7679,8.5549,8.4072,8.5791,8.4673,8.474,8.6415
2017/8/16 7:00,8.535,93.5,7.6,14.7,7.614,8.0143,7.802,7.6533,7.952,7.9659,7.8467,7.8264
2017/8/16 8:00,8.755,93.5,7.8,13.1,8.2414,8.5795,8.5549,8.2188,8.4537,8.5299,8.3486,8.5161
2017/8/16 9:00,9.496,89,7.8,9.5,10.0604,10.2745,9.8094,9.6633,9.3944,10.0965,10.1045,9.8325
2017/8/16 10:00,10.182,87.8,8.2,11.9,11.001,11.2158,11.1889,11.3584,10.899,10.6603,10.8569,11.5872
2017/8/16 11:00,11.832,82.3,8.9,13.9,13.7589,13.9756,14.1974,13.7427,13.3431,13.6667,13.6771,13.5918
2017/8/16 12:00,12.257,74.7,7.9,15.9,14.0722,12.8468,15.8261,14.7461,15.2224,12.6021,12.9879,14.7816
2017/8/16 13:00,13.204,72.4,8.3,14.7,15.8889,16.42,15.3877,15.4986,14.8466,16.3586,15.8069,15.846
2017/8/16 14:00,13.909,67.4,8,17.8,16.1394,15.48,15.8261,15.3105,15.3476,15.7953,14.93,15.2826
2017/8/16 15:00,14.137,63,7.2,18.6,16.9535,16.5453,16.515,16.3762,16.3495,16.1709,16.3705,16.4095
2017/8/16 16:00,14.203,59.1,6.3,16.7,17.9552,16.4827,16.4524,16.8776,16.913,15.9831,16.4331,17.098
2017/8/16 17:00,14.093,60.2,6.5,15.5,16.4525,15.9187,15.1997,15.812,15.7234,15.9831,15.4937,15.6582
2017/8/16 18:00,12.494,67.1,6.6,9.9,11.628,11.7177,11.7532,11.5467,11.7139,11.7252,11.5464,11.7751
2017/8/16 19:00,10.205,77.6,6.5,2.4,9.3706,9.584,9.6212,9.2865,9.3944,8.8433,9.791,9.5191
2017/8/16 20:00,10.554,77,6.7,4.8,10.1232,10.3372,10.1229,9.9773,10.0214,9.9085,9.9791,10.0832
2017/8/16 21:00,10.776,75.3,6.6,11.1,10.2486,10.4,10.3111,10.354,10.3975,10.4097,10.3553,10.3966
2017/8/16 22:00,10.851,62.4,4,13.9,9.935,10.0234,9.9348,9.8517,9.9587,10.2218,9.8537,10.0205
2017/8/16 23:00,9.836,60,2.4,15.5,8.8687,8.9562,8.9312,8.7213,8.7673,9.4072,8.7249,8.8923
2017/8/17 0:00,8.906,66.9,3.1,10.3,8.0532,8.2655,7.9902,8.0303,8.2656,8.3419,7.9722,7.9518
2017/8/17 1:00,9.508,61.3,2.4,13.1,8.4924,9.019,8.6803,8.47,8.7673,9.0939,8.6622,8.7669
2017/8/17 2:00,8.072,79.1,4.7,8.7,7.6767,7.8259,7.8647,7.7162,7.8265,7.7152,7.6585,7.7637
2017/8/17 3:00,7.816,79.6,4.5,7.1,7.4257,7.6375,7.4255,7.2763,7.2619,7.2138,7.2821,7.3875
2017/8/17 4:00,8.239,81.1,5.2,14.7,7.4885,7.7631,7.551,7.5277,7.6383,7.7152,7.6585,7.5756
2017/8/17 5:00,8.514,82.3,5.7,14.3,7.9277,8.0771,7.9275,7.9046,8.0147,8.2166,7.9722,8.0145
2017/8/17 6:00,8.544,84.3,6,12.7,7.9277,8.1399,8.1157,7.9675,8.0774,8.0286,8.0349,8.0772
2017/8/17 7:00,8.379,84.9,6,9.5,8.2414,8.3283,8.4294,8.2816,8.391,8.1539,8.1604,8.3907
2017/8/17 8:00,8.355,87.2,6.3,9.9,8.1787,8.3911,8.3667,8.2188,8.3283,8.2793,8.474,8.328
2017/8/17 9:00,9.047,85.4,6.7,8.7,9.3078,9.3329,9.3703,9.2237,9.3317,9.2819,9.2893,9.3311
2017/8/17 10:00,11.226,79.9,7.9,14.3,13.1323,13.2231,13.2575,12.9899,13.0299,13.2283,12.4866,12.9654
2017/8/17 11:00,12.135,75.3,7.9,17.4,14.6361,14.7906,15.1371,15.0597,13.8443,13.7919,13.0506,15.0321
2017/8/17 12:00,11.906,73.6,7.3,16.3,12.8816,12.2823,12.6934,12.5507,13.2805,12.7273,12.7999,12.5896
2017/8/17 13:00,11.824,71.8,6.9,17.4,12.2548,12.345,12.6307,12.488,12.4659,12.4768,12.0479,12.339
2017/8/17 14:00,12.824,73.8,8.3,22.6,12.6309,13.0977,13.1321,13.3036,13.4058,12.4142,14.053,13.0907
2017/8/17 15:00,13.063,58.3,5.1,22.2,14.3228,14.101,14.0094,13.8054,13.907,14.3554,13.4265,13.9675
2017/8/17 16:00,13.131,67.4,7.2,19.4,13.3203,13.5994,13.2575,13.2409,13.4058,14.6685,11.7971,13.4039
2017/8/17 17:00,11.227,71.6,6.3,16.3,11.0637,11.2158,11.4397,10.5423,10.7737,11.0988,11.1076,10.8979
2017/8/17 18:00,10.08,77.9,6.4,18.6,9.1824,9.6468,9.3703,9.0353,9.269,9.3446,9.6029,9.0176
2017/8/17 19:00,8.476,91.4,7.2,17,7.9277,8.2655,8.3039,7.9046,8.1401,8.2166,8.2231,8.0772
2017/8/17 20:00,8.746,87.8,6.8,18.2,8.2414,8.5795,8.8058,8.4072,8.5791,8.7806,8.0349,8.5161
2017/8/17 21:00,7.576,92.6,6.5,18.2,6.6099,6.8209,6.7979,6.4594,6.6346,6.5869,6.7174,6.635
2017/8/17 22:00,7.368,89.6,5.8,12.3,6.4216,6.8209,6.7979,6.5851,6.6973,6.4615,6.7802,6.635
2017/8/17 23:00,7.195,94.4,6.4,11.1,6.6727,6.8209,6.7979,6.5851,6.6973,6.5869,6.7174,6.6977
2017/8/18 0:00,7.358,94.7,6.6,16.3,6.861,7.0722,6.9235,6.8365,6.8855,6.9003,6.9684,6.8859
2017/8/18 1:00,6.632,93.5,5.7,19.8,5.6684,6.0042,5.8565,5.8308,5.9444,5.96,5.7762,5.8824
2017/8/18 2:00,6.386,92.9,5.3,13.5,5.5429,6.067,5.8565,5.7051,5.7561,5.7719,5.7762,5.8196
2017/8/18 3:00,6.707,88.1,4.9,19.4,5.8567,6.3183,5.982,5.8308,6.0699,6.3361,6.0272,6.0705
2017/8/18 4:00,6.283,90.2,4.8,14.3,5.6056,5.9414,5.8565,5.6422,5.7561,5.8973,5.7762,5.8196
2017/8/18 5:00,6.496,92.3,5.3,14.3,5.9195,6.1299,6.1075,6.0194,6.1326,6.0854,6.0899,6.2587
2017/8/18 6:00,5.989,92.9,4.9,9.5,5.1034,5.3129,5.1031,5.0764,5.1913,5.0822,5.1485,5.1924
2017/8/18 7:00,6.289,94.1,5.4,14.3,5.6056,5.8157,5.8565,5.6422,5.6934,5.6465,5.7134,5.6942
2017/8/18 8:00,6.078,94.7,5.3,9.9,5.6056,5.69,5.7937,5.5165,5.6934,5.4584,5.3368,5.6315
2017/8/18 9:00,6.903,93.8,6,11.1,7.5512,7.0722,7.7392,6.5851,6.6973,6.6496,6.9057,6.635
2017/8/18 10:00,8.755,88.1,6.9,15.1,10.5621,10.4628,11.1889,9.8517,10.3975,9.6579,9.8537,9.8325
2017/8/18 11:00,10.023,76.7,6.1,15.1,10.2486,10.9648,11.0635,10.2284,10.8364,10.2844,11.8598,10.7099
2017/8/18 12:00,10.191,76.5,6.2,16.3,10.374,11.0275,11.5024,11.9232,11.3378,10.5977,12.5492,11.9631
2017/8/18 13:00,11.342,71,6.3,17.8,12.7563,12.8468,14.5733,13.4918,14.7839,14.1676,13.4892,13.2786
2017/8/18 14:00,10.815,67.7,5.1,19.8,11.1891,11.2785,12.1293,13.5545,14.2202,11.3494,14.1157,12.6522
2017/8/18 15:00,11.76,60.5,4.4,20.2,13.5709,13.9756,14.5733,14.4326,14.3455,13.8545,14.3663,14.4685
2017/8/18 16:00,12.714,61.3,5.5,14.7,16.4525,15.2293,15.2624,15.4359,15.8486,15.9205,14.93,15.6582
2017/8/18 17:00,11.129,63.8,4.5,17.8,13.4456,12.0314,13.0694,12.4252,13.2178,11.5373,11.1076,12.4643
2017/8/18 18:00,9.092,72.4,4.4,12.3,9.2451,9.8351,8.994,8.8469,8.83,9.6579,9.2266,9.0803
2017/8/18 19:00,8.04,80.8,4.9,12.3,7.2375,7.5119,7.3,7.0878,6.9483,7.4645,7.1566,7.2621
2017/8/18 20:00,7.238,86,5.1,9.5,6.045,6.444,6.4841,6.2708,5.8816,6.3988,6.4665,6.2587
2017/8/18 21:00,7.235,85.7,5,11.9,6.4216,6.7581,6.8607,6.4594,6.4464,6.7123,6.7802,6.7604
2017/8/18 22:00,7.034,83.4,4.4,10.7,5.8567,6.444,6.2958,6.1451,5.8189,6.3361,6.1527,6.3841
2017/8/18 23:00,6.611,83.7,4,9.5,5.6684,6.067,6.1075,5.5794,5.5051,5.8346,5.6506,5.8824
2017/8/19 0:00,6.595,84.3,4.1,9.5,5.4173,5.5643,5.2287,5.0135,4.8148,5.8346,5.3996,5.1296
2017/8/19 1:00,6.401,88.7,4.7,8.3,4.7267,4.9358,3.282,3.5671,3.5593,5.6465,5.2113,3.7493
2017/8/19 2:00,5.754,93.8,4.8,4,4.6639,4.5587,4.7892,4.1961,3.936,4.4552,5.0858,4.4395
2017/8/19 3:00,6,97.5,5.6,4.8,4.9151,4.873,1.8372,0.6726,0.2936,5.3957,5.0858,0.9249
2017/8/19 4:00,2.008,97.2,1.6,0,-0.362,0.0301,0.0776,-0.1458,-0.0833,0.6287,0.2502,-0.1425
2017/8/19 5:00,1.893,100,1.9,0.4,0.6436,0.8482,0.6433,0.0431,0.4193,1.5071,0.8157,0.4226
2017/8/19 6:00,1.775,100,1.8,0,-0.362,0.156,-0.3624,-1.1534,-0.7745,1.0052,-0.5667,-0.7705
2017/8/19 7:00,1.228,100,1.2,0,-1.4307,-0.977,-1.4311,-1.7203,-1.4029,-0.3753,-1.3837,-1.3986
2017/8/19 8:00,0.525,100,0.5,0,-0.6134,-0.3475,-0.4881,-0.6496,-0.7117,0.0012,-0.0011,-0.3937
2017/8/19 9:00,4.311,98.1,4,0,5.9823,5.9414,6.6724,4.3219,5.0031,6.0854,5.7134,4.816
2017/8/19 10:00,8.032,92,6.8,0,12.2548,12.345,14.448,13.1154,14.2828,12.79,12.6119,11.0859
2017/8/19 11:00,9.348,78.2,5.7,8.7,10.2486,12.4705,13.3828,14.7461,15.8486,10.9109,11.7345,12.7775
2017/8/19 12:00,11.366,61.6,4.2,9.9,15.6383,16.0441,15.325,16.4388,16.4748,15.3571,15.8695,15.22
2017/8/19 13:00,11.851,61.3,4.6,8.3,17.4543,15.1667,14.0721,14.8089,13.4058,14.6059,17.7479,14.719
2017/8/19 14:00,13.293,59.1,5.5,4.4,20.2082,19.489,19.1444,18.9451,18.4779,18.7366,17.6227,17.1606
2017/8/19 15:00,12.495,56.2,4,5.9,15.5131,13.9756,13.5708,12.9899,12.7166,15.6075,13.2385,13.4039
2017/8/19 16:00,12.827,54.6,3.9,5.9,13.8843,13.2231,12.6934,12.488,12.4032,14.6685,12.8626,12.8401
2017/8/19 17:00,14.28,46.2,2.9,0.4,22.0849,19.2385,17.2664,19.3835,18.0398,20.4257,19.6881,20.4768
2017/8/19 18:00,12.279,51.7,2.6,0,15.0746,15.8561,13.5081,17.3162,16.9756,16.296,16.6836,17.6613
2017/8/19 19:00,8.249,74.4,4,0,3.9104,5.4386,4.6636,4.4476,4.8775,5.2076,4.7091,4.7532
2017/8/19 20:00,4.739,87.8,2.9,0.4,0.895,1.6032,1.3974,1.4909,1.6755,2.4481,1.4439,1.6782
2017/8/19 21:00,3.936,89.3,2.3,0,0.0151,1.2886,0.6433,0.8615,0.9218,1.7581,0.7528,1.2388
2017/8/19 22:00,2.777,92,1.6,0,0.2037,1.1628,0.0776,-0.5236,-0.209,0.6915,-0.1268,-0.2053
2017/8/19 23:00,3.868,87.8,2,0,0.4551,1.2257,-0.0481,-0.2088,0.4193,2.3854,-0.0011,-0.1425
2017/8/20 0:00,3.189,86.3,1.1,0,-1.305,-0.977,-0.9281,-1.1534,-0.963,1.068,-1.1323,-0.8333
2017/8/20 1:00,1.784,92.9,0.8,0,-1.808,-1.1659,-1.8084,-2.2242,-2.0314,-0.1243,-1.5722,-1.7755
2017/8/20 2:00,1.692,93.2,0.7,0,-0.4877,-0.2846,-1.3054,-1.8462,-1.6543,0.0012,-0.8809,-1.3986
2017/8/20 3:00,1.834,91.1,0.5,0,-1.2421,-0.8511,-1.1796,-1.5943,-1.0887,0.064,-1.1951,-1.0217
2017/8/20 4:00,1.135,94.7,0.4,0,-0.6134,-0.2217,-0.991,-1.8462,-1.4658,-0.1243,-1.258,-0.9589
2017/8/20 5:00,2.87,90.8,1.5,4.4,1.5862,2.1693,1.6487,1.1132,0.9846,2.4481,1.5695,1.4271
2017/8/20 6:00,2.686,91.1,1.4,2,0.895,1.4773,1.2089,0.5467,0.4193,1.5071,1.2554,0.8621
2017/8/20 7:00,2.5,93.8,1.6,3.6,1.4605,2.358,2.3398,1.8055,1.6127,2.3227,2.5116,1.8665
2017/8/20 8:00,3.415,89.3,1.8,6.3,2.4658,3.3013,3.0936,2.7494,2.5547,3.1381,3.5791,3.0591
2017/8/20 9:00,6.904,78.2,3.4,1.6,9.3706,8.8307,9.9348,8.7841,9.4571,9.5325,8.2231,8.1399
2017/8/20 10:00,9.994,66.3,4,7.1,11.3772,11.9687,12.5681,11.5467,11.9646,12.79,11.4837,11.1485
2017/8/20 11:00,11.713,53.3,2.5,15.1,13.8843,13.9129,14.448,14.2445,14.0949,13.7919,13.7398,13.717
2017/8/20 12:00,11.567,54.3,2.7,13.9,12.0041,12.2823,12.3173,12.1115,11.9019,12.0384,12.2359,12.2137
2017/8/20 13:00,11.962,56.2,3.5,13.1,13.5083,13.6621,13.2575,13.6172,13.6564,13.4162,13.6145,13.5291
2017/8/20 14:00,11.386,56.2,3,12.7,11.5653,11.5295,11.6278,11.5467,11.5259,11.412,11.4211,11.6498
2017/8/20 15:00,10.621,58.3,2.8,9.9,10.7502,10.7138,10.8127,10.7935,10.7737,10.723,10.6688,10.8979
2017/8/20 16:00,9.549,73,4.9,8.3,8.3042,8.6423,8.2412,8.1559,8.0147,7.7779,8.4113,8.3907
2017/8/20 17:00,7.433,84.9,5.1,7.5,6.4216,6.6325,6.4841,6.3337,6.3836,6.2735,6.4037,6.3841
2017/8/20 18:00,6.649,91.1,5.3,12.3,5.8567,5.8785,5.8565,5.768,5.8189,5.8346,5.7762,5.8196
2017/8/20 19:00,5.912,97.5,5.5,2.4,5.5429,5.6272,5.6054,5.5165,5.5679,5.5211,5.5879,5.5687
2017/8/20 20:00,5.659,97.5,5.3,6.3,5.229,5.3129,5.3542,5.2022,5.3169,5.2076,5.2741,5.2551
2017/8/20 21:00,5.952,92.3,4.8,17.4,5.2917,5.3758,5.417,5.265,5.3169,5.333,5.3368,5.3178
2017/8/20 22:00,6.525,81.7,3.6,10.3,5.794,5.8157,6.0448,5.7051,5.7561,5.5838,5.7134,5.6942
